,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CITY,COUNTY,ZIPCODE,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,REGULATING_AGENCY,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED,viol_duration,respose_time,issue_action_time,NUM_ACTIVE_ISSUES
5538,CA5000051,MOBILE PLAZA PARK,CERES,STANISLAUS,95307,COMMUNITY,125,50,LPA80 - STANISLAUS COUNTY,1680013,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2018-07-01,2018-09-30,1080001,2010-09-20,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2841.0,2932.0,25
5539,CA5000051,MOBILE PLAZA PARK,CERES,STANISLAUS,95307,COMMUNITY,125,50,LPA80 - STANISLAUS COUNTY,1680014,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2018-10-01,2018-12-31,1080001,2010-09-20,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2933.0,3024.0,26
5540,CA5000057,ORCHARD VILLAGE MHP,CERES,STANISLAUS,95307,COMMUNITY,75,49,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2017-07-01,2017-09-30,1480002,2017-11-01,FORMAL ENFORCEMENT ACTION ISSUED,91.0,123.0,-32.0,0
5541,CA5000057,ORCHARD VILLAGE MHP,CERES,STANISLAUS,95307,COMMUNITY,75,49,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2017-10-01,2017-12-31,1480002,2017-11-01,FORMAL ENFORCEMENT ACTION ISSUED,91.0,31.0,60.0,1
5542,CA5000057,ORCHARD VILLAGE MHP,CERES,STANISLAUS,95307,COMMUNITY,75,49,LPA80 - STANISLAUS COUNTY,1480004,"MCL,  AVERAGE",ARSENIC,0.011 MG/L,0.010 MG/L,2018-01-01,2018-03-31,1480002,2017-11-01,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-61.0,150.0,2
5543,CA5000061,MARTIN'S MOBILE HOME COURT,NEWMAN,STANISLAUS,95360,COMMUNITY,60,20,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",COMBINED URANIUM,26 PCI/L,20 PCI/L,2017-10-01,2017-12-31,1580003,2018-03-23,FORMAL ENFORCEMENT ACTION ISSUED,91.0,173.0,-82.0,0
5544,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,90.0,430.0,-340.0,0
5545,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1280003,"MCL,  AVERAGE",ARSENIC,0.18 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,90.0,339.0,-249.0,1
5546,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1280004,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,248.0,-157.0,2
5547,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2012-10-01,2012-12-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,156.0,-65.0,3
5548,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,89.0,64.0,25.0,4
5549,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-26.0,116.0,5
5550,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1380004,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-117.0,208.0,6
5551,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-209.0,300.0,7
5552,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.018 MG/L,0.010 MG/L,2014-01-01,2014-03-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-301.0,390.0,8
5553,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-04-01,2014-06-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-391.0,481.0,9
5554,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1480004,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-07-01,2014-09-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-482.0,573.0,10
5555,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1580001,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2014-10-01,2014-12-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-574.0,665.0,11
5556,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1580002,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2015-01-01,2015-03-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-666.0,755.0,12
5557,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2015-04-01,2015-06-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-756.0,846.0,13
5558,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1580004,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2015-07-01,2015-09-30,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-847.0,938.0,14
5559,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680001,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2015-10-01,2015-12-31,1380001,2013-03-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-939.0,1030.0,15
5560,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680002,"MCL,  AVERAGE",ARSENIC,0.02 MG/L,0.010 MG/L,2016-01-01,2016-03-31,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,90.0,112.0,-22.0,16
5561,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2016-04-01,2016-06-30,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,90.0,21.0,69.0,17
5562,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680004,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2016-07-01,2016-09-30,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-70.0,161.0,18
5563,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680005,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2016-10-01,2016-12-31,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-162.0,253.0,19
5564,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680006,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2017-01-01,2017-03-31,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-254.0,343.0,20
5565,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680007,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2017-07-01,2017-09-30,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-435.0,526.0,22
5566,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680008,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2017-04-01,2017-06-30,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-344.0,434.0,21
5567,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680009,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2017-10-01,2017-12-31,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-527.0,618.0,23
5568,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680010,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2018-01-01,2018-03-31,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-619.0,708.0,24
5569,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680011,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2018-04-01,2018-06-30,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-709.0,799.0,25
5570,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680012,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2018-10-01,2018-12-31,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-892.0,983.0,27
5571,CA5000077,CERES WEST MHP,CERES,STANISLAUS,95307,COMMUNITY,161,46,LPA80 - STANISLAUS COUNTY,1680013,"MCL,  AVERAGE",ARSENIC,0.020 MG/L,0.010 MG/L,2018-07-01,2018-09-30,1680001,2016-04-22,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-800.0,891.0,26
5572,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-653.0,743.0,0
5573,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1280003,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-744.0,834.0,1
5574,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1280004,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-835.0,926.0,2
5575,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2012-10-01,2012-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-927.0,1018.0,3
5576,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1019.0,1108.0,4
5577,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1380001,2013-08-21,OTHER INFORMAL ENFORCEMENT ACTION TAKEN,90.0,142.0,-52.0,5
5578,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1109.0,1199.0,5
5579,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1380004,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1200.0,1291.0,7
5580,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1292.0,1383.0,8
5581,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.015 MG/L,0.010 MG/L,2014-01-31,2014-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,59.0,-1414.0,1473.0,9
5582,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.015 MG/L,0.010 MG/L,2014-04-01,2014-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1474.0,1564.0,10
5583,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1480004,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2014-07-01,2014-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1565.0,1656.0,11
5584,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1580001,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2014-10-01,2014-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1657.0,1748.0,12
5585,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1580002,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2015-01-01,2015-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1749.0,1838.0,13
5586,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2015-04-01,2015-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1839.0,1929.0,14
5587,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1580004,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2015-07-01,2015-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1930.0,2021.0,15
5588,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1680001,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2015-10-01,2015-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2022.0,2113.0,16
5589,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1680002,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2016-01-01,2016-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-2114.0,2204.0,17
5590,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1680003,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2016-04-01,2016-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-2205.0,2295.0,18
5591,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,1680004,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2016-07-01,2016-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2296.0,2387.0,19
5592,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780002,"MCL,  AVERAGE",ARSENIC,0.015 MG/L,0.010 MG/L,2016-10-01,2016-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2388.0,2479.0,20
5593,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780003,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2017-01-01,2017-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-2480.0,2569.0,21
5594,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780004,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2017-07-01,2017-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2661.0,2752.0,23
5595,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780005,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2017-04-01,2017-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-2570.0,2660.0,22
5596,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780006,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2017-10-01,2017-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-2753.0,2844.0,24
5597,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780007,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2018-01-01,2018-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-2845.0,2934.0,25
5598,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780008,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2018-04-01,2018-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-2935.0,3025.0,26
5599,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780009,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2018-07-01,2018-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-3026.0,3117.0,27
5600,CA5000085,GREEN RUN MOBILE ESTATES,TURLOCK,STANISLAUS,95380,COMMUNITY,100,46,LPA80 - STANISLAUS COUNTY,9780010,"MCL,  AVERAGE",ARSENIC,0.016 MG/L,0.010 MG/L,2018-10-01,2018-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-3118.0,3209.0,28
5601,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,190.0,-100.0,0
5602,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1280003,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,99.0,-9.0,1
5603,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1280004,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,8.0,83.0,2
5604,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2012-10-01,2012-12-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-84.0,175.0,3
5605,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-176.0,265.0,4
5606,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-266.0,356.0,5
5607,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1380004,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-357.0,448.0,6
5608,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-449.0,540.0,7
5609,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2014-01-01,2014-03-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-541.0,630.0,8
5610,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2014-04-01,2014-06-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-631.0,721.0,9
5611,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1480004,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2014-07-01,2014-09-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-722.0,813.0,10
5612,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1580001,"MCL,  AVERAGE",ARSENIC,0.013 MG/L,0.010 MG/L,2014-10-01,2014-12-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-814.0,905.0,11
5613,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1580002,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2015-01-01,2015-03-31,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-906.0,995.0,12
5614,CA5000086,COUNTRYSIDE MHP,TURLOCK,STANISLAUS,95382,COMMUNITY,60,44,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",ARSENIC,0.012 MG/L,0.010 MG/L,2015-04-01,2015-06-30,1280001,2012-07-09,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-996.0,1086.0,13
